SI_NO,Title,HTTPS_Link,Link,Price,Stock
474,Kierkegaard: A Christian Missionary to Christians,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,kierkegaard-a-christian-missionary-to-christians_527/index.html,47.13,In stock
475,John Vassos: Industrial Design for Modern Life,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,john-vassos-industrial-design-for-modern-life_526/index.html,20.22,In stock
476,I'll Give You the Sun,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,ill-give-you-the-sun_525/index.html,56.48,In stock
477,I Will Find You,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,i-will-find-you_524/index.html,44.21,In stock
478,Hystopia: A Novel,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,hystopia-a-novel_523/index.html,21.96,In stock
479,Howl and Other Poems,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,howl-and-other-poems_522/index.html,40.45,In stock
480,History of Beauty,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,history-of-beauty_521/index.html,10.29,In stock
481,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,52.86,In stock
482,Future Shock (Future Shock #1),https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,future-shock-future-shock-1_519/index.html,55.65,In stock
483,Ender's Game (The Ender Quintet #1),https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,enders-game-the-ender-quintet-1_518/index.html,43.64,In stock
484,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,28.41,In stock
485,Death by Leisure: A Cautionary Tale,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,death-by-leisure-a-cautionary-tale_516/index.html,37.51,In stock
486,Brilliant Beacons: A History of the American Lighthouse,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,11.45,In stock
487,Brazen: The Courage to Find the You That's Been Hiding,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,19.22,In stock
488,Between the World and Me,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,between-the-world-and-me_513/index.html,56.91,In stock
489,Being Mortal: Medicine and What Matters in the End,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,being-mortal-medicine-and-what-matters-in-the-end_512/index.html,55.06,In stock
490,"A Murder Over a Girl: Justice, Gender, Junior High",https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,a-murder-over-a-girl-justice-gender-junior-high_511/index.html,13.2,In stock
491,32 Yolks,https://books.toscrape.com/catalogue/32-yolks_510/index.html,32-yolks_510/index.html,53.63,In stock
492,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,44.48,In stock
493,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,12.08,In stock
494,Wildlife of New York: A Five-Borough Coloring Book,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,22.14,In stock
495,What Happened on Beale Street (Secrets of the South Mysteries #2),https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,25.37,In stock
496,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,46.33,In stock
497,Under the Tuscan Sun,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,under-the-tuscan-sun_504/index.html,37.33,In stock
498,Toddlers Are A**holes: It's Not Your Fault,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,toddlers-are-aholes-its-not-your-fault_503/index.html,25.55,In stock
499,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,34.72,In stock
500,The Whale,https://books.toscrape.com/catalogue/the-whale_501/index.html,the-whale_501/index.html,35.96,In stock
501,The Story of Art,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,the-story-of-art_500/index.html,41.14,In stock
502,The Origin of Species,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,the-origin-of-species_499/index.html,10.01,In stock
503,The Great Gatsby,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,the-great-gatsby_498/index.html,36.05,In stock
504,The Good Girl,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,the-good-girl_497/index.html,49.03,In stock
505,The Glass Castle,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,the-glass-castle_496/index.html,16.24,In stock
506,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,39.55,In stock
507,The Drowning Girls,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,the-drowning-girls_494/index.html,35.67,In stock
508,The Constant Princess (The Tudor Court #1),https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,the-constant-princess-the-tudor-court-1_493/index.html,16.62,In stock
509,The Bourne Identity (Jason Bourne #1),https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,the-bourne-identity-jason-bourne-1_492/index.html,42.78,In stock
510,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,52.3,In stock
511,The Art Book,https://books.toscrape.com/catalogue/the-art-book_490/index.html,the-art-book_490/index.html,32.34,In stock
512,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,33.17,In stock
513,Team of Rivals: The Political Genius of Abraham Lincoln,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,20.12,In stock
514,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,20.9,In stock
515,"Sit, Stay, Love",https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,sit-stay-love_486/index.html,20.9,In stock
516,Sister Dear,https://books.toscrape.com/catalogue/sister-dear_485/index.html,sister-dear_485/index.html,40.2,In stock
517,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,52.87,In stock
518,"Rich Dad, Poor Dad",https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,rich-dad-poor-dad_483/index.html,51.74,In stock
519,Raymie Nightingale,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,raymie-nightingale_482/index.html,34.41,In stock
520,Playing from the Heart,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,playing-from-the-heart_481/index.html,32.38,In stock
521,Nightstruck: A Novel,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,nightstruck-a-novel_480/index.html,50.35,In stock
522,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,11.38,In stock
523,Meternity,https://books.toscrape.com/catalogue/meternity_478/index.html,meternity_478/index.html,43.58,In stock
524,Memoirs of a Geisha,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,memoirs-of-a-geisha_477/index.html,49.67,In stock
525,Like Never Before (Walker Family #2),https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,like-never-before-walker-family-2_476/index.html,28.77,In stock
526,Life of Pi,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,life-of-pi_475/index.html,13.22,In stock
527,Leave This Song Behind: Teen Poetry at Its Best,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,leave-this-song-behind-teen-poetry-at-its-best_474/index.html,51.17,In stock
528,King's Folly (The Kinsman Chronicles #1),https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,kings-folly-the-kinsman-chronicles-1_473/index.html,39.61,In stock
529,John Adams,https://books.toscrape.com/catalogue/john-adams_472/index.html,john-adams_472/index.html,57.43,In stock
530,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,46.01,In stock
531,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,28.25,In stock
532,Good in Bed (Cannie Shapiro #1),https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,good-in-bed-cannie-shapiro-1_469/index.html,37.05,In stock
533,"Fruits Basket, Vol. 7 (Fruits Basket #7)",https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,fruits-basket-vol-7-fruits-basket-7_468/index.html,19.57,In stock
534,For the Love: Fighting for Grace in a World of Impossible Standards,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,45.13,In stock
535,Finding God in the Ruins: How God Redeems Pain,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,46.64,In stock
536,Every Heart a Doorway (Every Heart A Doorway #1),https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,12.16,In stock
537,Delivering the Truth (Quaker Midwife Mystery #1),https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,delivering-the-truth-quaker-midwife-mystery-1_464/index.html,20.89,In stock
538,Counted With the Stars (Out from Egypt #1),https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,counted-with-the-stars-out-from-egypt-1_463/index.html,17.97,In stock
539,"Chronicles, Vol. 1",https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,chronicles-vol-1_462/index.html,52.6,In stock
540,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,25.77,In stock
541,Benjamin Franklin: An American Life,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,benjamin-franklin-an-american-life_460/index.html,48.19,In stock
542,"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,29.93,In stock
543,A Summer In Europe,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,a-summer-in-europe_458/index.html,44.34,In stock
544,A Short History of Nearly Everything,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,a-short-history-of-nearly-everything_457/index.html,52.4,In stock
545,A Gathering of Shadows (Shades of Magic #2),https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,a-gathering-of-shadows-shades-of-magic-2_456/index.html,44.81,In stock
546,The Sound Of Love,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,the-sound-of-love_455/index.html,57.84,In stock
547,The Rise and Fall of the Third Reich: A History of Nazi Germany,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,39.67,In stock
548,The Perks of Being a Wallflower,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,the-perks-of-being-a-wallflower_453/index.html,55.02,In stock
549,The Mysterious Affair at Styles (Hercule Poirot #1),https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,24.8,In stock
550,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,59.45,In stock
551,The Makings of a Fatherless Child,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,the-makings-of-a-fatherless-child_450/index.html,31.58,In stock
552,The Joy of Cooking,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,the-joy-of-cooking_449/index.html,43.27,In stock
553,The Invention of Wings,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,the-invention-of-wings_448/index.html,37.34,In stock
554,The Hobbit (Middle-Earth Universe),https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,the-hobbit-middle-earth-universe_447/index.html,17.8,In stock
555,The Great Railway Bazaar,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,the-great-railway-bazaar_446/index.html,30.54,In stock
556,The Golden Compass (His Dark Materials #1),https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,the-golden-compass-his-dark-materials-1_445/index.html,18.77,In stock
557,The God Delusion,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,the-god-delusion_444/index.html,46.85,In stock
558,The Girl You Left Behind (The Girl You Left Behind #1),https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,15.79,In stock
559,The Fellowship of the Ring (The Lord of the Rings #1),https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,10.27,In stock
560,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,15.42,In stock
561,The Barefoot Contessa Cookbook,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,the-barefoot-contessa-cookbook_440/index.html,59.92,In stock
562,Tell the Wolves I'm Home,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,tell-the-wolves-im-home_439/index.html,50.96,In stock
563,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,30.6,In stock
564,Pride and Prejudice,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,pride-and-prejudice_437/index.html,19.27,In stock
565,Musicophilia: Tales of Music and the Brain,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,musicophilia-tales-of-music-and-the-brain_436/index.html,46.58,In stock
566,Mere Christianity,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,mere-christianity_435/index.html,48.51,In stock
567,Me Before You (Me Before You #1),https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,me-before-you-me-before-you-1_434/index.html,19.02,In stock
568,In the Woods (Dublin Murder Squad #1),https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,in-the-woods-dublin-murder-squad-1_433/index.html,38.38,In stock
569,In Cold Blood,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,in-cold-blood_432/index.html,49.98,In stock
570,How to Stop Worrying and Start Living,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,how-to-stop-worrying-and-start-living_431/index.html,46.49,In stock
571,Give It Back,https://books.toscrape.com/catalogue/give-it-back_430/index.html,give-it-back_430/index.html,18.32,In stock
572,"Girl, Interrupted",https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,girl-interrupted_429/index.html,42.14,In stock
573,Fun Home: A Family Tragicomic,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,fun-home-a-family-tragicomic_428/index.html,56.59,In stock
574,"Fruits Basket, Vol. 6 (Fruits Basket #6)",https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,fruits-basket-vol-6-fruits-basket-6_427/index.html,20.96,In stock
575,Deception Point,https://books.toscrape.com/catalogue/deception-point_426/index.html,deception-point_426/index.html,40.32,In stock
576,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,death-note-vol-6-give-and-take-death-note-6_425/index.html,36.39,In stock
577,Catherine the Great: Portrait of a Woman,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,catherine-the-great-portrait-of-a-woman_424/index.html,58.55,In stock
578,Better Homes and Gardens New Cook Book,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,better-homes-and-gardens-new-cook-book_423/index.html,39.61,In stock
579,An Unquiet Mind: A Memoir of Moods and Madness,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,21.3,In stock
580,A Year in Provence (Provence #1),https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,a-year-in-provence-provence-1_421/index.html,56.88,In stock
581,World Without End (The Pillars of the Earth #2),https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,world-without-end-the-pillars-of-the-earth-2_420/index.html,32.97,In stock
582,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,47.31,In stock
583,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,48.67,In stock
584,Where She Went (If I Stay #2),https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,where-she-went-if-i-stay-2_417/index.html,41.73,In stock
585,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,53.68,In stock
586,Two Summers,https://books.toscrape.com/catalogue/two-summers_415/index.html,two-summers_415/index.html,14.64,In stock
587,This Is Your Brain on Music: The Science of a Human Obsession,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,38.4,In stock
588,The Secret Garden,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,the-secret-garden_413/index.html,15.08,In stock
589,The Raven King (The Raven Cycle #4),https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,the-raven-king-the-raven-cycle-4_412/index.html,30.57,In stock
590,The Raven Boys (The Raven Cycle #1),https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,the-raven-boys-the-raven-cycle-1_411/index.html,57.74,In stock
591,The Power Greens Cookbook: 140 Delicious Superfood Recipes,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,11.05,In stock
592,The Metamorphosis,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,the-metamorphosis_409/index.html,28.58,In stock
593,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,42.91,In stock
594,The Little Paris Bookshop,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,the-little-paris-bookshop_407/index.html,24.73,In stock
595,The Hiding Place,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,the-hiding-place_406/index.html,55.91,In stock
596,The Grand Design,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,the-grand-design_405/index.html,13.76,In stock
597,The Firm,https://books.toscrape.com/catalogue/the-firm_404/index.html,the-firm_404/index.html,45.56,In stock
598,The Fault in Our Stars,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,the-fault-in-our-stars_403/index.html,47.22,In stock
599,The False Prince (The Ascendance Trilogy #1),https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,the-false-prince-the-ascendance-trilogy-1_402/index.html,56,In stock
600,The Expatriates,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,the-expatriates_401/index.html,44.58,In stock
601,The Dream Thieves (The Raven Cycle #2),https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,the-dream-thieves-the-raven-cycle-2_400/index.html,34.5,In stock
602,The Darkest Corners,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,the-darkest-corners_399/index.html,11.33,In stock
603,The Crossover,https://books.toscrape.com/catalogue/the-crossover_398/index.html,the-crossover_398/index.html,38.77,In stock
604,The 5th Wave (The 5th Wave #1),https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,the-5th-wave-the-5th-wave-1_397/index.html,11.83,In stock
605,Tell the Wind and Fire,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,tell-the-wind-and-fire_396/index.html,45.51,In stock
606,Tell Me Three Things,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,tell-me-three-things_395/index.html,41.81,In stock
607,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,25.15,In stock
608,Siddhartha,https://books.toscrape.com/catalogue/siddhartha_393/index.html,siddhartha_393/index.html,34.22,In stock
609,Shiver (The Wolves of Mercy Falls #1),https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,shiver-the-wolves-of-mercy-falls-1_392/index.html,16.23,In stock
610,Remember Me?,https://books.toscrape.com/catalogue/remember-me_391/index.html,remember-me_391/index.html,11.48,In stock
611,Red Dragon (Hannibal Lecter #1),https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,red-dragon-hannibal-lecter-1_390/index.html,23.37,In stock
612,Peak: Secrets from the New Science of Expertise,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,peak-secrets-from-the-new-science-of-expertise_389/index.html,16.28,In stock
613,My Mother Was Nuts,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,my-mother-was-nuts_388/index.html,31.63,In stock
614,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,24.91,In stock
615,Maybe Something Beautiful: How Art Transformed a Neighborhood,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,22.54,In stock
616,Lola and the Boy Next Door (Anna and the French Kiss #2),https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,23.63,In stock
617,Logan Kade (Fallen Crest High #5.5),https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html,logan-kade-fallen-crest-high-55_384/index.html,13.12,In stock
618,Last One Home (New Beginnings #1),https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,last-one-home-new-beginnings-1_383/index.html,59.98,In stock
619,Killing Floor (Jack Reacher #1),https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html,killing-floor-jack-reacher-1_382/index.html,31.49,In stock
620,Kill the Boy Band,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,kill-the-boy-band_381/index.html,15.52,In stock
